kumu_id,from,to,label,type,subtype,weight_num,strength,directionality,formality,view_family,confidence,period,description,source_url
contain_org_article_ivanov2022_pos_article_analytic_person,org_article_ivanov2022,pos_article_analytic_person,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
contain_org_regional_prosecutor_corps_pos_regional_prosecutor_head,org_regional_prosecutor_corps,pos_regional_prosecutor_head,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
contain_org_regional_mvd_corps_pos_regional_mvd_head,org_regional_mvd_corps,pos_regional_mvd_head,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
contain_org_article_turovsky2024_pos_article_turovsky2024_person,org_article_turovsky2024,pos_article_turovsky2024_person,contains,contains,position_container,3,сильная,однонаправленная,формальная,structure,высокая,,Организация/подразделение содержит должность.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_kozak_pos_article_analytic_person,prs_kozak,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_ditrikh_pos_article_analytic_person,prs_ditrikh,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_artemyev_pos_article_analytic_person,prs_artemyev,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_rotenberg_arkady_pos_article_analytic_person,prs_rotenberg_arkady,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_ernst_pos_article_analytic_person,prs_ernst,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_usmanov_pos_article_analytic_person,prs_usmanov,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_kudrin_pos_article_analytic_person,prs_kudrin,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_borisov_yuriy_pos_article_analytic_person,prs_borisov_yuriy,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_gerasimov_pos_article_analytic_person,prs_gerasimov,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_deripaska_pos_article_analytic_person,prs_deripaska,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_kostin_pos_article_analytic_person,prs_kostin,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_alekperov_pos_article_analytic_person,prs_alekperov,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_timchenko_gennady_pos_article_analytic_person,prs_timchenko_gennady,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_kirill_patriarch_pos_article_analytic_person,prs_kirill_patriarch,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_vinokurov_alexander_pos_article_analytic_person,prs_vinokurov_alexander,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_ignatova_anastasia_pos_article_analytic_person,prs_ignatova_anastasia,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_gromova_anna_pos_article_analytic_person,prs_gromova_anna,pos_article_analytic_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2020-03-01-2020-04-30,Служебная аффилиация для интеграции узла статьи в модель как аналитического источника.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf ; file:///mnt/data/neformalnaya-struktura-elitnogo-prostranstva-rossii-opyt-setevogo-analiza.pdf
aff_aff_prs_chaika_yuriy_pos_article_turovsky2024_person,prs_chaika_yuriy,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_ustinov_vladimir_pos_article_turovsky2024_person,prs_ustinov_vladimir,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_gryzlov_boris_pos_article_turovsky2024_person,prs_gryzlov_boris,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_nurgaliev_rashid_pos_article_turovsky2024_person,prs_nurgaliev_rashid,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_nafikov_ildus_pos_article_turovsky2024_person,prs_nafikov_ildus,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_suyargulov_albert_pos_article_turovsky2024_person,prs_suyargulov_albert,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_alkhanov_ruslan_pos_article_turovsky2024_person,prs_alkhanov_ruslan,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_iraskhanov_aslan_pos_article_turovsky2024_person,prs_iraskhanov_aslan,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_magomedov_abdurashid_pos_article_turovsky2024_person,prs_magomedov_abdurashid,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_hohorin_artem_pos_article_turovsky2024_person,prs_hohorin_artem,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_savenkov_yuriy_pos_article_turovsky2024_person,prs_savenkov_yuriy,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_paukov_viktor_pos_article_turovsky2024_person,prs_paukov_viktor,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_gavrilin_pavel_pos_article_turovsky2024_person,prs_gavrilin_pavel,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_yakunin_anatoly_pos_article_turovsky2024_person,prs_yakunin_anatoly,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_grin_vladimir_pos_article_turovsky2024_person,prs_grin_vladimir,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_malinovsky_vladimir_pos_article_turovsky2024_person,prs_malinovsky_vladimir,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_yeremin_sergey_pos_article_turovsky2024_person,prs_yeremin_sergey,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_golovanev_sergey_pos_article_turovsky2024_person,prs_golovanev_sergey,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_petrov_valeriy_pos_article_turovsky2024_person,prs_petrov_valeriy,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
aff_aff_prs_kikot_andrey_pos_article_turovsky2024_person,prs_kikot_andrey,pos_article_turovsky2024_person,занимает должность,занимает_должность,аналитическая,2,средняя,однонаправленная,формальная,affiliation,средняя,2000-01-01-2023-03-31,Служебная аффилиация для интеграции узла статьи 2024 года в модель как аналитического источника.,https://cyberleninka.ru/article/n/vertikal-i-patronazh-rotatsii-silovyh-elit-v-regionah-rossii ; file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
rel_art_009,prs_vinokurov_alexander,prs_ignatova_anastasia,неформальное_отношение,неформальное_отношение,общие бизнес-интересы,3,сильная,двунаправленная,неформальная,informal,средняя,срез 2020 / статья 2022,Совместное владение сетью аптек как показатель устойчивой неформальной связи.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf
rel_art_013,prs_gromova_anna,prs_deripaska,неформальное_отношение,неформальное_отношение,совместный негосударственный проект / благотворительность,2,средняя,двунаправленная,неформальная,informal,средняя,срез 2020 / статья 2022,Связь через Елисаветинско-Сергиевское просветительское общество и фонд «Вольное дело».,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf
rel_art_014,prs_msg_43a5eabc73,prs_deripaska,неформальное_отношение,неформальное_отношение,семейно-бизнесовая связанность,2,средняя,двунаправленная,неформальная,informal,средняя,срез 2020 / статья 2022,Связь через участие сына Алексея Громова в бизнес-проекте с Олегом Дерипаской.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf
rel_art_017,prs_rotenberg_arkady,prs_timchenko_gennady,неформальное_отношение,неформальное_отношение,спортивно-организационная связь,2,средняя,двунаправленная,неформальная,informal,средняя,срез 2020 / статья 2022,Связь через учреждение и развитие дзюдоистского клуба «Явара-Нева» и спортивных проектов.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf
rel_art_025,prs_kirill_patriarch,prs_msg_43a5eabc73,неформальное_отношение,неформальное_отношение,общественно-религиозная связанность,2,средняя,двунаправленная,неформальная,informal,средняя,срез 2020 / статья 2022,Связь через религиозно-общественные проекты и церковно-публичный контур.,https://politeia.ru/files/articles/rus/Politeia-2022-1(104)-72-91.pdf
rel_tur_003,prs_chaika_yuriy,prs_grin_vladimir,неформальное_отношение,неформальное_отношение,сибирско-дальневосточная клиентела / карьерное продвижение,2,средняя,однонаправленная,неформальная,informal,средняя,период Чайки,"Статья использует пример Владимира Гриня как фигуры, чье продвижение на федеральный уровень увязывается с периодом генерального прокурора Юрия Чайки и сибирско-дальневосточным происхождением.",file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
rel_tur_004,prs_chaika_yuriy,prs_malinovsky_vladimir,неформальное_отношение,неформальное_отношение,сибирско-дальневосточная клиентела / карьерное продвижение,2,средняя,однонаправленная,неформальная,informal,средняя,период Чайки,Продвижение Владимира Малиновского трактуется как пример усиления представителей макрорегиона при Юрии Чайке.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
rel_tur_005,prs_ustinov_vladimir,prs_yeremin_sergey,неформальное_отношение,неформальное_отношение,кубанская клиентела / карьерное продвижение,2,средняя,однонаправленная,неформальная,informal,средняя,период Устинова,Продвижение Сергея Еремина используется как пример кадрового выдвижения выходцев из Краснодарского края при Владимире Устинове.,file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
rel_tur_006,prs_ustinov_vladimir,prs_golovanev_sergey,неформальное_отношение,неформальное_отношение,кубанская клиентела / карьерное продвижение,2,средняя,однонаправленная,неформальная,informal,средняя,период Устинова,"Статья использует пример Сергея Голованева как выходца из той же региональной среды, продвинутого в прокурорской вертикали.",file:///mnt/data/2024 Сравнительная политика Вертикаль и патронаж.pdf
